index,n,initialh,no_boot,starttransmission,isdescent,time,speed,latitude,longitude,altitude,satellites,voltage,eulerX,eulerY,eulerZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,temperature,magX,magY,magZ,linearAccelX,linearAccelY,linearAccelZ,gravityX,gravityY,gravityZ,altitude_difference,bmp_temperature,bmp_pressure
37594,2900,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,-0.06,0.06,36.0,-36.56,-3.75,-26.56,-0.05,0.0,-0.21,-0.38,-0.38,9.79,-1.04,38.55,1004.94
37595,2900,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.06,0.12,36.0,-36.56,-3.75,-26.19,-0.02,0.02,-0.26,-0.38,-0.38,9.79,-1.05,38.56,1004.95
37596,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.0,0.12,36.0,-37.0,-4.56,-27.0,-0.01,0.0,-0.21,-0.38,-0.38,9.79,-1.07,38.54,1004.95
37597,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.06,0.0,36.0,-37.0,-5.0,-27.38,0.0,0.01,-0.21,-0.38,-0.38,9.79,-1.04,38.53,1004.94
37598,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.19,-0.12,36.0,-35.88,-4.56,-27.38,-0.03,0.05,-0.22,-0.38,-0.38,9.79,-0.98,38.53,1004.94
37599,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.12,0.25,-0.12,36.0,-35.88,-4.56,-27.38,-0.02,0.03,-0.23,-0.38,-0.38,9.79,-1.06,38.53,1004.95
37600,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.25,-0.19,36.0,-36.25,-4.56,-27.38,0.0,0.01,-0.21,-0.38,-0.38,9.79,-1.04,38.53,1004.94
37601,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.5,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,-0.06,-0.25,36.0,-37.38,-3.75,-25.75,-0.02,0.02,-0.27,-0.38,-0.38,9.79,-1.06,38.54,1004.95
37602,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.19,-0.19,36.0,-36.25,-5.0,-27.88,-0.02,0.0,-0.23,-0.38,-0.38,9.79,-0.94,38.54,1004.93
37603,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,-0.06,-0.12,36.0,-36.56,-4.19,-26.56,-0.01,0.0,-0.21,-0.38,-0.38,9.79,-1.0,38.55,1004.94
37604,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.06,0.0,36.0,-36.56,-4.19,-26.56,-0.02,0.0,-0.19,-0.38,-0.38,9.79,-1.01,38.55,1004.94
37605,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.06,0.0,36.0,-36.56,-5.25,-27.88,-0.03,0.03,-0.25,-0.38,-0.38,9.79,-1.08,38.56,1004.95
37606,2901,70.42,26,1,0,1245700,0.02,23.1142464,72.4985733,58.94,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.06,0.0,36.0,-36.56,-4.56,-27.0,-0.02,0.0,-0.2,-0.38,-0.38,9.79,-1.03,38.56,1004.94
37607,2901,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.12,0.0,36.0,-37.0,-4.19,-25.75,0.0,0.02,-0.23,-0.38,-0.38,9.79,-0.99,38.56,1004.94
37608,2901,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.19,-0.06,36.0,-36.56,-3.75,-26.56,0.0,0.02,-0.2,-0.38,-0.38,9.79,-1.02,38.57,1004.94
37609,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,-0.06,36.0,-36.25,-5.0,-27.0,-0.01,0.04,-0.24,-0.38,-0.38,9.79,-0.99,38.54,1004.94
37610,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.12,-0.12,36.0,-36.25,-4.56,-26.56,-0.02,0.01,-0.21,-0.38,-0.38,9.79,-0.94,38.53,1004.93
37611,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.06,-0.12,36.0,-36.25,-4.56,-26.56,-0.05,0.0,-0.2,-0.38,-0.38,9.79,-0.92,38.53,1004.93
37612,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.0,0.06,36.0,-36.56,-4.19,-28.25,-0.03,0.01,-0.24,-0.38,-0.38,9.79,-0.87,38.53,1004.92
37613,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.5,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.12,0.12,36.0,-37.0,-5.0,-27.38,-0.02,0.0,-0.24,-0.38,-0.38,9.79,-0.88,38.54,1004.92
37614,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,0.06,36.0,-36.25,-5.0,-27.88,-0.01,0.01,-0.23,-0.38,-0.38,9.79,-0.83,38.54,1004.92
37615,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,-0.12,0.06,36.0,-36.56,-3.5,-27.0,-0.02,0.03,-0.22,-0.38,-0.38,9.79,-0.91,38.55,1004.93
37616,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,-0.12,0.12,36.0,-36.56,-3.5,-27.0,-0.01,0.03,-0.21,-0.38,-0.38,9.79,-1.0,38.55,1004.94
37617,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.0,0.0,36.0,-36.69,-4.56,-27.38,-0.01,0.03,-0.22,-0.38,-0.38,9.79,-1.06,38.56,1004.95
37618,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.19,0.0,36.0,-36.69,-5.0,-27.06,0.0,0.02,-0.23,-0.38,-0.38,9.79,-0.96,38.56,1004.93
37619,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,-0.06,-0.06,36.0,-37.38,-5.69,-26.19,-0.01,0.02,-0.23,-0.38,-0.38,9.79,-0.97,38.57,1004.94
37620,2902,70.42,26,1,0,1245800,0.01,23.1142445,72.4985733,58.92,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,-0.19,-0.06,36.0,-36.25,-4.19,-27.38,-0.01,0.01,-0.2,-0.38,-0.38,9.79,-1.05,38.57,1004.94
37621,2902,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.92,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.12,-0.06,36.0,-36.25,-4.19,-27.38,-0.01,0.0,-0.25,-0.38,-0.38,9.79,-1.06,38.58,1004.95
37622,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.12,0.06,-0.06,36.0,-36.56,-4.56,-26.56,-0.02,0.01,-0.21,-0.38,-0.38,9.79,-1.07,38.55,1004.95
37623,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,-0.12,0.0,36.0,-36.56,-4.56,-26.19,-0.02,0.0,-0.19,-0.38,-0.38,9.79,-1.04,38.54,1004.94
37624,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.25,0.06,36.0,-37.0,-4.56,-26.56,-0.02,0.0,-0.23,-0.38,-0.38,9.79,-0.97,38.54,1004.94
37625,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.12,-0.06,36.0,-36.56,-3.5,-26.19,-0.01,0.02,-0.23,-0.38,-0.38,9.79,-1.01,38.54,1004.94
37626,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.5,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.0,0.12,36.0,-36.56,-3.75,-26.56,0.0,0.02,-0.2,-0.38,-0.38,9.79,-1.07,38.54,1004.95
37627,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,-0.25,-0.06,36.0,-36.56,-3.75,-26.56,0.0,0.0,-0.23,-0.38,-0.38,9.79,-0.99,38.55,1004.94
37628,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.52,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,-0.06,-0.06,36.0,-37.0,-3.75,-27.38,-0.01,0.03,-0.25,-0.38,-0.38,9.79,-1.03,38.56,1004.94
37629,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,-0.06,-0.19,36.0,-37.0,-5.0,-27.0,-0.03,0.0,-0.22,-0.38,-0.38,9.79,-1.02,38.56,1004.94
37630,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.0,-0.12,36.0,-35.88,-3.75,-27.38,-0.04,0.0,-0.2,-0.38,-0.38,9.79,-0.99,38.57,1004.94
37631,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,-0.12,-0.06,36.0,-35.88,-3.75,-27.38,-0.02,0.0,-0.22,-0.38,-0.38,9.79,-1.09,38.57,1004.95
37632,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.19,-0.19,36.0,-35.88,-3.75,-27.38,-0.02,0.0,-0.22,-0.38,-0.38,9.79,-1.02,38.58,1004.94
37633,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.06,0.12,36.0,-36.25,-4.19,-28.25,0.0,0.0,-0.22,-0.38,-0.38,9.79,-0.97,38.58,1004.94
37634,2903,70.42,26,1,0,1245900,0.02,23.1142445,72.4985733,58.91,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.19,-0.38,0.12,36.0,-37.0,-4.19,-27.38,-0.01,0.01,-0.25,-0.38,-0.38,9.79,-0.99,38.58,1004.94
37635,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.0,0.06,36.0,-36.25,-5.0,-26.56,-0.02,0.03,-0.21,-0.38,-0.38,9.79,-1.06,38.56,1004.95
37636,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.19,-0.12,36.0,-37.0,-5.0,-25.75,-0.02,0.01,-0.23,-0.38,-0.38,9.79,-1.03,38.55,1004.94
37637,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.06,-0.06,36.0,-36.56,-3.06,-27.38,-0.02,0.0,-0.21,-0.38,-0.38,9.79,-1.04,38.55,1004.94
37638,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,-0.06,-0.06,36.0,-36.56,-3.06,-27.38,-0.02,0.01,-0.2,-0.38,-0.38,9.79,-1.04,38.55,1004.94
37639,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.06,-0.12,36.0,-36.56,-5.0,-27.88,-0.02,0.0,-0.22,-0.38,-0.38,9.79,-1.04,38.55,1004.94
37640,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,-0.12,0.0,36.0,-37.0,-5.0,-25.75,-0.03,0.0,-0.21,-0.38,-0.38,9.79,-1.03,38.56,1004.94
37641,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,-0.12,0.12,36.0,-36.25,-4.56,-27.0,-0.02,0.02,-0.23,-0.38,-0.38,9.79,-0.93,38.56,1004.93
37642,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,0.19,36.0,-37.38,-3.5,-26.56,-0.02,0.01,-0.21,-0.38,-0.38,9.79,-0.94,38.57,1004.93
37643,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.0,0.12,36.0,-37.38,-3.5,-26.56,0.0,0.03,-0.22,-0.38,-0.38,9.79,-0.98,38.57,1004.94
37644,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,0.19,36.0,-35.88,-4.56,-27.38,-0.01,0.03,-0.19,-0.38,-0.38,9.79,-0.89,38.58,1004.93
37645,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,-0.12,0.12,36.0,-36.25,-3.75,-27.0,0.0,0.03,-0.2,-0.38,-0.38,9.79,-0.9,38.58,1004.93
37646,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,0.06,36.0,-36.25,-4.19,-26.56,-0.01,0.01,-0.22,-0.38,-0.38,9.79,-0.88,38.58,1004.93
37647,2904,70.42,26,1,0,1250000,0.02,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.06,-0.06,36.0,-37.0,-4.19,-27.0,-0.02,0.02,-0.21,-0.38,-0.38,9.79,-0.9,38.59,1004.93
37648,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,-0.06,36.0,-35.88,-3.75,-27.38,-0.03,0.0,-0.23,-0.38,-0.38,9.79,-0.83,38.56,1004.92
37649,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.12,0.0,36.0,-36.25,-4.56,-26.56,-0.02,0.0,-0.22,-0.38,-0.38,9.79,-0.67,38.55,1004.9
37650,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.0,0.0,36.0,-36.25,-4.56,-26.56,0.0,0.0,-0.21,-0.38,-0.38,9.79,-0.7,38.54,1004.9
37651,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,0.0,36.0,-37.0,-4.56,-27.75,-0.01,0.03,-0.21,-0.38,-0.38,9.79,-0.72,38.54,1004.91
37652,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.12,0.0,36.0,-37.0,-3.75,-27.38,-0.02,0.01,-0.25,-0.38,-0.38,9.79,-0.71,38.55,1004.91
37653,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,-0.06,0.06,36.0,-36.25,-3.75,-26.19,-0.03,0.0,-0.21,-0.38,-0.38,9.79,-0.68,38.55,1004.9
37654,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.06,-0.06,36.0,-37.0,-3.75,-27.0,-0.03,0.01,-0.2,-0.38,-0.38,9.79,-0.65,38.55,1004.9
37655,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.06,-0.12,36.0,-37.0,-3.75,-27.0,-0.02,0.01,-0.22,-0.38,-0.38,9.79,-0.59,38.56,1004.89
37656,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.0,-0.12,36.0,-35.56,-3.75,-26.56,-0.02,0.03,-0.22,-0.38,-0.38,9.79,-0.59,38.56,1004.89
37657,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.25,0.0,36.0,-36.56,-3.5,-27.38,-0.01,0.02,-0.23,-0.38,-0.38,9.79,-0.72,38.57,1004.91
37658,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.0,0.06,36.0,-36.25,-3.75,-26.19,-0.01,0.0,-0.18,-0.38,-0.38,9.79,-0.72,38.57,1004.91
37659,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.53,79.75,-2.19,2.19,79.75,-2.19,2.19,0.12,-0.19,0.06,36.0,-36.25,-3.75,-27.0,-0.03,0.0,-0.21,-0.38,-0.38,9.79,-0.76,38.58,1004.91
37660,2905,70.42,26,1,0,1250100,0.03,23.1142445,72.4985733,58.89,10010,6.59,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,-0.12,0.12,36.0,-36.25,-3.75,-27.0,-0.03,0.0,-0.22,-0.38,-0.38,9.79,-0.71,38.58,1004.9
37661,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.06,-0.06,36.0,-36.56,-3.06,-27.38,-0.01,0.03,-0.21,-0.38,-0.38,9.79,-0.78,38.56,1004.91
37662,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.19,0.0,36.0,-37.38,-4.19,-27.06,0.0,0.01,-0.24,-0.38,-0.38,9.79,-0.88,38.55,1004.92
37663,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,-0.06,36.0,-37.38,-5.0,-27.0,-0.03,0.01,-0.24,-0.38,-0.38,9.79,-1.0,38.55,1004.94
37664,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.06,0.06,36.0,-36.25,-4.56,-24.5,-0.01,0.01,-0.25,-0.38,-0.38,9.79,-1.05,38.56,1004.94
37665,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,-0.06,0.0,36.0,-35.88,-3.75,-27.38,-0.02,0.0,-0.21,-0.38,-0.38,9.79,-1.06,38.56,1004.95
37666,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.19,0.0,36.0,-35.88,-3.75,-27.38,-0.01,0.01,-0.2,-0.38,-0.38,9.79,-1.03,38.57,1004.94
37667,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.06,0.06,36.0,-35.56,-4.56,-27.0,-0.01,0.0,-0.23,-0.38,-0.38,9.79,-1.09,38.57,1004.95
37668,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.0,0.06,36.0,-37.0,-4.56,-27.38,-0.03,0.0,-0.23,-0.38,-0.38,9.79,-1.11,38.58,1004.95
37669,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.12,0.12,0.06,36.0,-37.0,-4.56,-27.0,-0.01,0.02,-0.24,-0.38,-0.38,9.79,-1.12,38.59,1004.95
37670,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.12,0.0,36.0,-36.56,-4.56,-27.0,-0.02,0.03,-0.21,-0.38,-0.38,9.79,-1.13,38.59,1004.95
37671,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.12,0.06,36.0,-36.56,-4.56,-27.0,-0.01,0.02,-0.24,-0.38,-0.38,9.79,-1.03,38.6,1004.94
37672,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.06,0.0,36.0,-36.56,-4.19,-26.56,-0.02,0.03,-0.21,-0.38,-0.38,9.79,-1.05,38.6,1004.95
37673,2906,70.42,26,1,0,1250200,0.05,23.1142464,72.4985733,58.87,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.06,-0.06,36.0,-37.0,-5.0,-27.0,-0.02,0.02,-0.26,-0.38,-0.38,9.79,-1.07,38.6,1004.95
37674,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.06,-0.06,36.0,-35.88,-4.56,-27.0,0.0,0.02,-0.21,-0.38,-0.38,9.79,-1.07,38.58,1004.95
37675,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.06,0.12,36.0,-35.88,-4.56,-26.56,-0.02,0.0,-0.23,-0.38,-0.38,9.79,-1.02,38.57,1004.94
37676,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.0,0.12,36.0,-37.0,-3.06,-26.56,-0.02,0.02,-0.21,-0.38,-0.38,9.79,-1.11,38.57,1004.95
37677,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.0,0.0,36.0,-37.0,-3.06,-26.56,-0.02,0.0,-0.22,-0.38,-0.38,9.79,-1.07,38.57,1004.95
37678,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,-0.06,0.0,36.0,-37.0,-4.56,-27.0,-0.01,0.02,-0.23,-0.38,-0.38,9.79,-1.04,38.57,1004.94
37679,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.19,-0.25,-0.12,36.0,-36.25,-4.19,-26.56,-0.01,0.03,-0.22,-0.38,-0.38,9.79,-1.05,38.58,1004.94
37680,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.12,0.0,36.0,-36.69,-4.56,-27.88,0.0,0.02,-0.22,-0.38,-0.38,9.79,-1.12,38.58,1004.95
37681,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,0.0,36.0,-35.88,-4.56,-26.19,-0.02,0.04,-0.22,-0.38,-0.38,9.79,-1.06,38.59,1004.95
37682,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,0.0,-0.06,36.0,-35.88,-4.56,-26.19,-0.01,0.0,-0.21,-0.38,-0.38,9.79,-1.12,38.59,1004.95
37683,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.0,0.0,0.0,36.0,-36.25,-4.56,-28.25,-0.01,0.03,-0.22,-0.38,-0.38,9.79,-1.03,38.6,1004.94
37684,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.57,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.0,0.0,36.0,-37.0,-5.0,-27.06,-0.03,0.0,-0.22,-0.38,-0.38,9.79,-1.01,38.6,1004.94
37685,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.0,0.0,36.0,-36.69,-4.19,-27.38,-0.02,0.0,-0.24,-0.38,-0.38,9.79,-1.07,38.61,1004.95
37686,2907,70.42,26,1,0,1250300,0.05,23.1142464,72.4985733,58.86,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,-0.06,-0.06,0.0,36.0,-35.88,-5.0,-25.38,0.0,0.01,-0.19,-0.38,-0.38,9.79,-1.07,38.61,1004.95
37687,2908,70.42,26,1,0,1250400,0.05,23.1142464,72.4985733,58.84,10010,6.55,79.75,-2.19,2.19,79.75,-2.19,2.19,0.06,0.0,0.12,36.0,-36.25,-3.5,-27.06,-0.03,0.03,-0.24,-0.38,-0.38,9.79,-1.12,38.59,1004.95
